"title","price","beds","baths","size","details","time"
"فيلا للبيع في شارع ام القوين ، حي جرير ، الرياض ، الرياض","3,000,000 ريال","7","5","1350 م²","فيلا للبيع في شارع ام القوين ، حي جرير ، الرياض ، الرياضقبل 6 ايام3,000,000 ريال1350 م²5 7 فيلا مجددة بالكامل بحي الربوة مسطحات خضراء
سباكة جديدة
كهرباء جديد
الفيلا غاية المستخدم خالية من الصدوع والتشققات
7 غرف نوم 
مجالس مفتوحة
افلح من ذكر الله 
دمتم بود .   حي جرير - الرياض","قبل 6 ايام"
"فيلا للبيع في شارع البكيرية ، حي الفاروق ، الرياض ، الرياض","900,000 ريال","7","5","500 م²","فيلا للبيع في شارع البكيرية ، حي الفاروق ، الرياض ، الرياضقبل اسبوع900,000 ريال500 م²5 7 حي الفاروق مساحتها 500م  على ثلاثة شوارع البيع  مليون 
شارع غربي 30 مدخل للسيارة وشارع شمالي 10 مدخل للنساء وشارع شرقي 15 مدخل للرجال
الفناء الخارجي: يحتوي على مظلة للسيارة 
وملحق خارجي 
بالإضافة غرفة للسائق.
الدور الأرضي:
 يتكون من مجلس للرجال وحمام...   حي الفاروق - الرياض","قبل اسبوع"
"فيلا للبيع في شارع أم رومان ، حي الضباط ، الرياض","3,600,000 ريال","6","5","2000 م²","فيلا للبيع في شارع أم رومان ، حي الضباط ، الرياضقبل اسبوع3,600,000 ريال2000 م²5 6 فله موجره علي مدرسه بعقد سنوي 300 الف دفعتين امكانيه تمديد العقد لمن يرغب 
شارعين زاويه جنوبي15م غربي 10م امامها  حديقه 
مسومه ب2 مليون 500   حي الضباط - الرياض","قبل اسبوع"
"فيلا للبيع في شارع ابي الرضا المقرئ ، حي الزهراء ، الرياض ، الرياض","550,000 ريال","5","2","275 م²","فيلا للبيع في شارع ابي الرضا المقرئ ، حي الزهراء ، الرياض ، الرياضقبل اسبوع550,000 ريال275 م²2 5 فله قديمة للبيع
 دور واحد في حي الزهراء مساحتها ٢٧٥ متر 
عرضها على الشارع ١٢.٥
ودخولها ٢٢.٥
آخر سومه لها 550 الف
للتواصل ( نداء غازى ٠٥٣١٢٨٠٤٥٤ )   حي الزهراء - الرياض","قبل اسبوع"
"فيلا للبيع في شارع المعتمد بن عباد ، حي المربع ، الرياض ، الرياض","999,600 ريال","4","1","357 م²","فيلا للبيع في شارع المعتمد بن عباد ، حي المربع ، الرياض ، الرياضقبل 3 اسابيع999,600 ريال357 م²1 4 فيلا للبيع بيقمة الارض  واجهة جنوب شرق شارع جنوب ٨ شرق شارع ٦متر   حي المربع - الرياض","قبل 3 اسابيع"
"فيلا للبيع في شارع ابن سعادة ، حي الربوة ، الرياض","5,000,000 ريال","7","5","2508 م²","فيلا للبيع في شارع ابن سعادة ، حي الربوة ، الرياضقبل اسبوع5,000,000 ريال2508 م²5 7 السلام عليكم ، للبيع كمباوند صغير على ٣ شوارع مساحة الأرض ٢٥٠٨ متر المبنى عبارة عن ٨ فلل كل فلتين متلاصقه و فلتين مستقلات المجموع ١٠ فلل
-
موقع الفيلل , حي الربوة شارع الأمير محمد بن عبدالعزيز آل سعود
-
السعر : على السوم
الضريبة على المشتري و السوم ل...   حي الربوة - الرياض","قبل اسبوع"
"فيلا للبيع في شارع حمد التويجري ، حي المنصورة ، الرياض ، الرياض","950,000 ريال","5","4","500 م²","فيلا للبيع في شارع حمد التويجري ، حي المنصورة ، الرياض ، الرياضقبل اسبوع950,000 ريال500 م²4 5 للبيع فله مستخدمه بناء شخصي في حي المنصوره موقع مميز قريب من الخدمات والمرافق العامه تحتوي على 
ملحق خارجي مدخل سياره غرفتين بدورة مياه في الحوش
الدور الارضي استقبال مجلس ومقلط وصاله ومطبخ وغرفة بدورة مياه الدور العلوي نفس التفصيل والسطح غرفة بحمام
م...   حي المنصورة - الرياض","قبل اسبوع"
"فيلا للبيع في شارع تميم بن بشر ، حي الضباط ، الرياض ، الرياض","2,500,000 ريال","7","4","1250 م²","فيلا للبيع في شارع تميم بن بشر ، حي الضباط ، الرياض ، الرياضقبل اسبوع2,500,000 ريال1250 م²4 7 فيلا بحي الضباط بمساحة كبيرة والبناء بحالة جيدة قسمين كل قسم سكن مستقل دور ارضي وملحق التفاصيل من خلال المعاينة
حالة العقار جيدة جدا
قريبة من مستشفى قوى الامن بالملز
التواصل فقط واتساب   حي الضباط - الرياض","قبل اسبوع"
"فيلا للبيع في شارع النبهانية ، حي الربوة ، الرياض ، الرياض","5,500,000 ريال","5","5","562 م²","فيلا للبيع في شارع النبهانية ، حي الربوة ، الرياض ، الرياضقبل اسبوع5,500,000 ريال562 م²5 5 فلة تصميم ملكي ومساحات واسعة ومستغلة بالكامل
 مساحتها ٥٦٢ في حي الربوة فيها شقتين و مصعد 
زاوية شمالية شرقية شوارع ٢٠ 
الدور الارضي استقبال ( مجلس رجال ومجلس نساء وملحق خارجي و مسبح وغرفة سائق )
الدور الاول اربع غرف نوم كل غرفة بحمامها وجلسة 
و ي...   حي الربوة - الرياض","قبل اسبوع"
"فيلا للبيع في شارع التمامي ، حي الخالدية ، الرياض ، الرياض","800,000 ريال","5","5","425 م²","فيلا للبيع في شارع التمامي ، حي الخالدية ، الرياض ، الرياضقبل اسبوع800,000 ريال425 م²5 5 فيلا ( أدوار منفصله )للبيع: 800.000 
المساحة: 425م 
الموقع: شارع التمامي مقابل مدرسة لامام احمد المتوسطه من الجهه الجنوبية. 
قريبة من مسجد. 
قريبة جداً من الخدمات و من مدارس الابتدائي المتوسط الثانوي ... 
متوفر الكهرباء و الماء و الألياف البصرية و ال...   حي الخالدية - الرياض","قبل اسبوع"
"فيلا للبيع في شارع التمامي ، حي الخالدية ، الرياض ، الرياض","800,000 ريال","5","5","425 م²","فيلا للبيع في شارع التمامي ، حي الخالدية ، الرياض ، الرياضقبل اسبوع800,000 ريال425 م²5 5 فيلا ( أدوار منفصله )للبيع: 800.000 
المساحة: 425م 
الموقع: شارع التمامي مقابل مدرسة لامام احمد المتوسطه من الجهه الجنوبية. 
قريبة من مسجد. 
قريبة جداً من الخدمات و من مدارس الابتدائي المتوسط الثانوي ... 
متوفر الكهرباء و الماء و الألياف البصرية و ال...   حي الخالدية - الرياض","قبل اسبوع"
"فيلا للبيع في شارع القلعة البيضاء ، حي الربوة ، الرياض ، الرياض","1,550,000 ريال","5","4","440 م²","فيلا للبيع في شارع القلعة البيضاء ، حي الربوة ، الرياض ، الرياضقبل اسبوع1,550,000 ريال440 م²4 5 للبيع فلة في منطقة راقية في الربوة قريبة من حديقة ومسجد
المساحة 440 متر 
الاطوال 22 على الشارع في 20 عمق
العمر 30 سنة
تصميم ممتاز وغرف واسعة
السعر 1،550،000
التواصل على الجوال 0500002004   حي الربوة - الرياض","قبل اسبوع"
"فيلا للبيع في شارع زيد بن الخطاب ، حي الصناعية القديمة ، الرياض ، الرياض","1,400,000 ريال","7","5","428 م²","فيلا للبيع في شارع زيد بن الخطاب ، حي الصناعية القديمة ، الرياض ، الرياضقبل اسبوع1,400,000 ريال428 م²5 7 🔶فيلا للبيع بحي الملز قريبه من سكة الحديد
المساحه 400 متر
شارع 20
دورين وملحق 
📌الدور الاول مؤجر ب ٤٠ الالف
2غرفه نوم_ وصاله _مجلس ومقلط _ وغرفة نساء _ 3 دورات مياه _ مطبخ _ ملحق خارجي _ مستودع خلفي 
📌والدور الثاني مؤجر ب ٤٠ الالف
٢غرفه نوم _ وصا...   حي الصناعية - الرياض","قبل اسبوع"
"فيلا للبيع في الطريق الدائري الجنوبي الفرعي ، حي المنصورة ، الرياض ، الرياض","950,000 ريال","5","3","276 م²","فيلا للبيع في الطريق الدائري الجنوبي الفرعي ، حي المنصورة ، الرياض ، الرياضقبل اسبوع950,000 ريال276 م²3 5 درج صاله وشقه 
قريب من الدائري 
جنوبيه 
جديد 
شارع 20 
مساحه 276
السعر حد 950 غيرقابل لتفاوض
A00001   حي المنصورة - الرياض","قبل اسبوع"
"فيلا للبيع في شارع ابن حمدية ، حي الخالدية ، الرياض ، الرياض","820,000 ريال","5","5","600 م²","فيلا للبيع في شارع ابن حمدية ، حي الخالدية ، الرياض ، الرياضقبل اسبوع820,000 ريال600 م²5 5 فيلا مستخدم 
دورين مفصوله
مؤجره 39 الف
نظرة الغد
تقدم لكم افضل
الحلول التمويليه
لامتلاك بيت العمر
بالتقسيط المريح 
ونقدم لكم جميع 
الخدمات التمًويليه
ونقوم بجميع 
الاجراءات بالبنوك 
تحويل راتب
من بنك لبنك
اخر
نسدد لكم جميع 
تعثراتكم 
وتو...   حي الخالدية - الرياض","قبل اسبوع"
"فيلا للبيع في شارع وادي الغمار ، حي المنصورة ، الرياض","1,590,000 ريال","5","3","725 م²","فيلا للبيع في شارع وادي الغمار ، حي المنصورة ، الرياضقبل اسبوع1,590,000 ريال725 م²3 5 فيلا دبلكس 725 متر. عباره عن 4 وحدات مستقله بمداخل خاصه. مع ملحقين بالسطح. مع امكانيه بناء شقتين بالسطح. تصلح للسكن والاستثمار. الدخل 130٫000 قابل للزياده بعد البناء في السطح. مؤجره بالكامل. لمزيد من المعلومات الرجاء التواصل هاتفيا وشكرا   حي المنصورة - الرياض","قبل اسبوع"
"فيلا للبيع في شارع ابي يوسف الحراني ، حي الربوة ، الرياض ، الرياض","1,550,000 ريال","5","3","412 م²","فيلا للبيع في شارع ابي يوسف الحراني ، حي الربوة ، الرياض ، الرياضقبل اسبوع1,550,000 ريال412 م²3 5 فله نظيفة مرممه كامل 
ترميم علي مستو سباكه كل البيت حراري 
كهرباء كله جديد ديكورات علي مستو 
البيت أخت الجديد مبلغ الترميم حوالي 350 الف أو أكثر شغل بدقة 
الفله تتكون من
دور 
دور 
شقة 
غاز مركزي مطابخ راكبه الثلاثة الدور الي جانب السترحة 
فيهامجلس وم...   حي الربوة - الرياض","قبل اسبوع"
"فيلا للبيع في شارع الخطاط ، حي اليمامة ، الرياض","660,000 ريال","5","5","632 م²","فيلا للبيع في شارع الخطاط ، حي اليمامة ، الرياضقبل 3 ايام660,000 ريال632 م²5 5 فله سكنيه مرممه بالكامل  بحي اليمامه 
قرب شارع سالم بن معقل 
مساحتها 632م
 الدور الأرضي 7 غرف وصاله  وأربع حمامات وغرفة للسواق والشغاله وشقتين مبنيه حديثا والشقه الثالثه مرممه بالكامل 
  الحد 660.000الف 
عبدا لله المنيع للعقارات 
0531947464   حي اليمامة - الرياض","قبل 3 ايام"
"فيلا للبيع في شارع سلمون بن علي ، حي الوشام ، الرياض ، الرياض","800,000 ريال","4","3","305 م²","فيلا للبيع في شارع سلمون بن علي ، حي الوشام ، الرياض ، الرياضقبل 5 ايام800,000 ريال305 م²3 4 فيلا تم ترميمها قبل سنتين  بالكامل  نظيفة جدا  موقعها مميز وسط المدينه لاينقطع المياء فيها وجود خزانين  فيها دور وشقتين   حي الوشام - الرياض","قبل 5 ايام"
"فيلا للبيع في شارع البشور ، حي الربوة ، الرياض ، الرياض","950,000 ريال","7","5","300 م²","فيلا للبيع في شارع البشور ، حي الربوة ، الرياض ، الرياضقبل اسبوعين950,000 ريال300 م²5 7 للبيع فله مرممه مساحتها ٣٠٠ مقسمه لثلاث ادوار الدور الارضي ضيافه فيه صالتين ومقلط ومطبخ وثلاث دورات مياه وملحق خارجي بحمامه وغرفة خادمه بحمامها ومدخلين سياره  والدور الثاني اربع غرف وثلاث دورات مياه والثالث اربع غرف مع الصاله ودورة مياه ومطبخ .. يمكن...   حي الربوة - الرياض","قبل اسبوعين"
"فيلا للبيع في شارع الحصين بن حمام المري ، حي الربوة ، الرياض ، الرياض","1,500,000 ريال","5","5","510 م²","(فيلا بحي الربوه )
المواصفات: الحوش يوجد مجلس ودورة مياه وغرفه زجاج مطله على شلال ./
الدور الارضي مكون من (مدخل رجال مكون من مجلس ومقلط ومغاسل ودورات مياه)+(مدخل حريم به صاله كبيره ودورات مياه ومطبخ)
الدور الأول مكون من (اربع غرف نوم ودورتين مياه +...","قبل يومين"
"فيلا للبيع في شارع الجامع الاموي ، حي المنصورة ، الرياض","2,000,000 ريال","7","5","800 م²","للبيع فيلا خاصة (قصر مصغر) حي المنصوره واجهة غربيه ع شارع عشرين مؤثثة لتواصل جوال رقم  0544282725 المالك","قبل 3 ايام"
"فيلا للبيع في شارع ابي الغنائم البغدادي ، حي الزهراء ، الرياض ، الرياض","785,000 ريال","7","5","535 م²","فيلا بحى الزهراء شارعين شرقى جنوبى موقع مميز وهادى بناء قديم وحاله العقار جيد ماشاء الله 
سوم ٧٨٥٠٠٠
للتواصل ( نداء غازى ٠٥٣١٢٨٠٤٥٤ )","قبل 17 ساعة"
"فيلا للبيع في شارع سيار البصري, النموذجية, الرياض","3,500,000 ريال","5","5","1680 م²","حي النوذجيه 
جنوب شرق مدارس الرياض
شمال شرق الحرس الملكي","قبل 5 ايام"
"فيلا للبيع في شارع ابي المحاسن بن القطب ، حي الربوة ، الرياض ، الرياض","1,499,000 ريال","7","5","625 م²","فيلا بقيمة أرض 
دورين مفصوله شارع شرقي 
منطقه هادئة وراقية جداً مداخلها ومخارجها مميزه وسهلة 
البيع بقيمة ارض
الاطوال والعمق 25x25","قبل 4 ايام"
"فيلا للبيع في شارع دارين ، حي الربوة ، الرياض ، الرياض","1,500,000 ريال","5","3","700 م²","فيلا. للبيع.   موقع.  مميز.     دورين.    و. بها.   مسبح.    و.  ملحق.    سواق.   و. غرفه. خادمه.       و. قريبه.   من. من.     مسجد.      و. بها.    ٣.   عدادات.   كهربا.","قبل 5 ايام"
"فيلا للبيع في شارع الذواكرة ، حي الربوة ، الرياض ، الرياض","3,000,000 ريال","7","5","660 م²","ڤيلا مساحتها 660 م مربع
مكونه من اربع ادوار /
البدروم / صالة ٨*١٠،مطبخ،سفرة اكل ،مسبح،دورتين مياه مع مغاسل + شاور المسبح .
الدور الاول/صالة كبيرة مفتوحة فيها ثلاث جلسات وسفرة طعام تطل على الحديقة والشلال ،ملحق صغير عائلي فيه مشب متنقل ،غرفة ضيوف ،ملح...","قبل 4 ايام"
"فيلا للبيع في شارع دارين ، حي الربوة ، الرياض ، الرياض","1,600,000 ريال","5","5","700 م²","الفله قديمه لها اكثر من ٣٥ سنه
مساحتها ٧٠٠
شارع ٢٠
حي الربوه
مصممه قديما على انها دور ارضي وشقتين فوق لكن تم استخدامها بالكامل من قبل عائله","قبل 4 ايام"
"فيلا للبيع في شارع أحمد الهواري ، حي المربع ، الرياض ، الرياض","783,000 ريال","5","2","356 م²","فيلا في حي المربع قديمة  البيع بقيمة ارض في حارة هادئة جداً الحد للمتر ٢٢٠٠ و السوم واصل ٢٠٠٠ للمتر من زبون جاد 
 للتواصل / 
ابو فيصل 0503488766","قبل 6 ايام"
"فيلا للبيع في شارع صالح الشتري ، حي الفوطة ، الرياض ، الرياض","2,600,000 ريال","7","5","1128 م²","فله قديمه","قبل 5 ايام"
"فيلا للبيع في شارع حامد الاصبهاني ، حي جرير ، الرياض ، الرياض","1,300,000 ريال","5","5","296 م²","فيلا دورين وشقه
الحي جرير
المساحه ٢٩٦
الواجهه الجنوبيه
الدور الارضي🌹🌹🌹🌹
مجلس ومقلط
وصاله ومطبخ
وغرفتين نوم
حمامين
الدور العلوي🌹🌹🌹🌹🌹🌹
٤ غرف وحمامين ومطبخ وصاله
الشقه 🌺🌺🌺🌺🌺
غرفتين وصاله وحمام ومطخ وسطح
عليها بنك ب ٣٦٠ الف وسيمة ب ٨٥٠ غير...","قبل 5 ايام"
"فيلا للبيع في شارع الامام عبدالله بن ثنيان ال سعود ، حي الربوة ، الرياض ، الرياض","1,800,000 ريال","4","5","562 م²","عرض مباشر عندي من المالك مباشرة 
أرض عليها فيلا قديمة الموقع متميز حي القصور شرق شارع الأحساء خلف مكتبة جرير واسواق التميمي 
منطقة قصور راقية وجميع الخدمات مكتملة
- المساحة ٥٦٢ متر
شارعين غربي ٢٠ وشمالي ١٠ 
الصك شامل محدث
مفصولة دورين الدور الارض...","قبل 5 ايام"
"فيلا للبيع في شارع ابن يحيى الشريف ، حي الربوة ، الرياض ، الرياض","1,550,000 ريال","5","5","650 م²","فله بالربوه مساحه 650 متر العرض 20 متر مرممه من 7 سنوات ممتازه حي هادى المدارس والمسجد قريب 
منطقه واعده عدد 4 شقق ودور ثلاث شقق اصليه 
السعر غير قابل للتفاوض لا يوجد سعي ولا ضريبه 
للتواصل 0505239305 واتساب فقط","قبل 5 ايام"
"فيلا للبيع في شارع الامير عبدالله بن جلوي بن تركي ، حي الفوطة ، الرياض ، الرياض","1,600,000 ريال","5","4","690 م²","فله قديمه","قبل 5 ايام"
"فيلا للبيع في شارع الامام عبدالله بن ثنيان ال سعود ، حي الربوة ، الرياض ، الرياض","7,300,000 ريال","7","5","2508 م²","للبيع قصر 2508م زاوية شوارع / شرقي 20 شمالي 20 الاطوال 50.8 شرقي 50.8شمال  صك الاكتروني 
العمر ٢٧ سنة ٧ اجنحة وصوالين كبيرة ٤ وصالات ٣ 
وحمامات كرمتم ١٨ وملاحق رجال خاص ومسبح نظام اوفر فلوت و٣ مطابخ ٢ داخلي 
وعدد ٢ غرف خادمات جهت المطابخ الخارجي وعدد...","قبل 5 ايام"
"فيلا للبيع في شارع ابراهيم ابي سلمة ، حي منفوحة الجديدة ، الرياض ، الرياض","300,000 ريال","5","4","295 م²","للبيع فلة في منفوحة
دورين مفصولة
المساحة ٢٩٥ م
مؤجر ب ٢٨ الف
السوم ٢٦٠ الف
البيع ٣٠٠ الف","قبل 5 ايام"
"فيلا للبيع في شارع عبدالعزيز النمر ، حي الربوة ، الرياض","20,000,000 ريال","5","5","3650 م²","قصر 
٣٦٥٠ متر 
٦ غرف نوم مع غرفة رئيسية
استقبال صالات
مسبح
مطبخ
مسطحات خضرا 
٤ غرف خدم وغسيل","قبل 5 ايام"
"فيلا للبيع في شارع ثابت بن عدي ، حي الضباط ، الرياض ، الرياض","575,000 ريال","7","5","250 م²","فله  استثماريه للبيع للبيع بحي مشرفه مكونه من خمس شقق كل شقة بعدادكهرباء البيع علي السوم","قبل 6 ايام"
"فيلا للبيع في شارع ابن ابي الجيش ، حي الضباط ، الرياض ، الرياض","1,500,000 ريال","5","4","557 م²","للبيع فيلا بالملز حي الضباط 
المساحة ٥٥٧.٥٥متر  شارع ١٥ جنوبا الاطوال 21×26.55
البيع على السوم الفيلا قابله للترمييم او البيع كارض للمستثمر","قبل 6 ايام"
"فيلا للبيع في شارع ابن الخلال ، حي اليمامة ، الرياض ، الرياض","250,000 ريال","4","3","255 م²","فلة قديمه للبيع في حي اليمامه 250م
جنوبيه شارع 12م غربيه ممر 8م
الفلة عبارة عن دور ارضي مستقل 
وشقتين ، مؤجرة بالكامل 20 الف .
السوم 250 الف ، البيع قريب .
للتواصل /
0500141485
0508249524","قبل 6 ايام"
"فيلا للبيع في شارع المعتمد بن عباد ، حي المربع ، الرياض ، الرياض","1,039,400 ريال","1","1","475 م²","فيلا للبيع في شارع المعتمد بن عباد ، حي المربع ، الرياض ، الرياضقبل يومين1,039,400 ريال475 م²1 1 العقار عبارة عن فيلا تقع شمال حي المربع   حي المربع - الرياض","قبل يومين"
"فيلا للبيع في شارع السلوى ، حي الربوة ، الرياض ، الرياض","2,475,000 ريال","5","4","750 م²","فيلا للبيع في شارع السلوى ، حي الربوة ، الرياض ، الرياضقبل يومين2,475,000 ريال750 م²4 5 فلة للبيع عمرها ٤٠ سنة 
٣٠x٢٥ 
عرضها على الشارع ٢٥
عرض الشارع ٢٠
مقابل الملتقى
واجهتها شرق
حد ٢،٤٧٥،٠٠٠   حي الربوة - الرياض","قبل يومين"
"فيلا للبيع في شارع يحيى السرقسطى ، حي المنصورة ، الرياض ، الرياض","900,000 ريال","2","2","270 م²","فيلا للبيع في شارع يحيى السرقسطى ، حي المنصورة ، الرياض ، الرياضقبل يوم900,000 ريال270 م²2 2 الدور الارضي حوش و مجلس و مقلط و صاله و مطبخ و غرفيت نوم و الدور الاول  مجلس و مقلط و صاله و مطبخ و غرفيت نوم و الدور الثاني شقه غرفتين نوم و مطبخ و صاله و سطح   حي المنصورة - الرياض","قبل يوم"
"فيلا للبيع في شارع ابي يوسف الحراني ، حي الربوة ، الرياض ، الرياض","1,400,000 ريال","7","5","413 م²","فيلا للبيع في شارع ابي يوسف الحراني ، حي الربوة ، الرياض ، الرياضقبل يومين1,400,000 ريال413 م²5 7 تتكون من ثلاثة أدوار مفصولة:
الدور الارضي*: ثلاث غرف نوف، مجلس، مقلط، صالة، ومطبخ ودورتين مياه، بالاضافة الى غرفة خادمة مع حمامها. 
بالاضافة الى حمام خارجي بالحوش 
*الدور الثاني*: ثلاث غرف كبيره وصاله وحمامين ومطبخ 
*الدور الثالث* (بنيان جديد): ثلاث ...   حي الربوة - الرياض","قبل يومين"
"فيلا للبيع في شارع عبدالله بن عبداللطيف آل الشيخ ، حي المربع ، الرياض ، الرياض","2,782,300 ريال","1","1","1250 م²","فيلا للبيع في شارع عبدالله بن عبداللطيف آل الشيخ ، حي المربع ، الرياض ، الرياضقبل يومين2,782,300 ريال1250 م²1 1 تفاصيل العقار عبارة عن فيلا سكنية   حي المربع - الرياض","قبل يومين"
"فيلا للبيع في شارع محمد المطوع ، حي المنصورة ، الرياض ، الرياض","1,600,000 ريال","7","5","600 م²","فيلا للبيع في شارع محمد المطوع ، حي المنصورة ، الرياض ، الرياضقبل يوم1,600,000 ريال600 م²5 7 فيلا للبيع مساحة 600م واجهة شمالية دورين مستقلة الفيلا نظيفه وموقعها مميز 
الحد 1600000 صافي   حي المنصورة - الرياض","قبل يوم"
"فيلا للبيع في شارع عبدالمجيد الخطي ، حي الربوة ، الرياض ، الرياض","4,600,000 ريال","5","5","667 م²","فيلا للبيع في شارع عبدالمجيد الخطي ، حي الربوة ، الرياض ، الرياضقبل يومين4,600,000 ريال667 م²5 5 يسعدنا ان نقدم لكم عرضا مميزا 
فيلا درج صاله دوبلكس  جنوبيه  
مساحه ٦٦٧ م  
  شارع ٢٠ م
قريبه من الخدمات موقعها ممتاز 
السعر٤ مليون ٦٠٠الف مع العفش                                           
تصلح سكن واستثمار                
تشطيب ممتاز في حي الربوه ...   حي الربوة - الرياض","قبل يومين"
"فيلا للبيع في طريق الأمير فهد بن سلمان بن عبدالعزيز ، حي النموذجية ، الرياض ، الرياض","3,000,000 ريال","7","5","948 م²","فيلا للبيع في طريق الأمير فهد بن سلمان بن عبدالعزيز ، حي النموذجية ، الرياض ، الرياضقبل يوم3,000,000 ريال948 م²5 7 فيلا قديمة على اربعة شوارع 
قريبة من طريق الملك فهد 
وعلى شارع الأمير فهد بن سلمان بن عبدالعزيز 
تجارية سكنية 
بجوار الضمان الاجتماعي 
سوم ٢ مليون 
فرصة استثمارية 
البيع بقيمة الأرض 
على السوم   حي النموذجية - الرياض","قبل يوم"
"فيلا للبيع في شارع الامير سعود بن عبدالرحمن الثاني ، حي المنصورة ، الرياض ، الرياض","1,550,000 ريال","5","5","500 م²","فيلا للبيع في شارع الامير سعود بن عبدالرحمن الثاني ، حي المنصورة ، الرياض ، الرياضقبل يومين1,550,000 ريال500 م²5 5 مواصفات الفيلا 
عباره عن دور  وثلاث شقق 
موصفات الدور مشب ومجلس ومقلط وصاله كبيره وأربع غرف نوم ماسترو ومطبخ ومستودع 
مواصفات الشقق 
مجلس ومقلط وصاله وغرفتين نوم وحمامين ومطبخ 
الموقع غير محدد تواصل 0530146365
0594263977   حي المنصورة - الرياض","قبل يومين"
"فيلا للبيع في شارع الحسي ، حي الوشام ، الرياض ، الرياض","700,000 ريال","7","5","500 م²","فيلا للبيع في شارع الحسي ، حي الوشام ، الرياض ، الرياضقبل يومين700,000 ريال500 م²5 7    حي الوشام - الرياض","قبل يومين"
"فيلا للبيع في شارع الهداء ، حي الربوة ، الرياض ، الرياض","5,000,000 ريال","5","5","562 م²","فيلا للبيع في شارع الهداء ، حي الربوة ، الرياض ، الرياضقبل يومين5,000,000 ريال562 م²5 5 (فيلا مودرن للبيع بحي الربوه""حي القصور"" )
الدور الارضي(مجلس رجال ومجلس حريم ودورتين مياه ومطبخ خارجي بمستودع)
الدور الاول (4 غرف كل غرفه بدورة مياه وصاله*الماستر يوجد بها بلكونه*)
الدور الثاني( شقتين الاولى غرفة نوم وصاله ودورة مياه ومطبخ والشقه الث...   حي الربوة - الرياض","قبل يومين"
"فيلا للبيع في شارع نصاب ، حي غبيرة ، الرياض ، الرياض","115,000 ريال","5","4","100 م²","فيلا للبيع في شارع نصاب ، حي غبيرة ، الرياض ، الرياضقبل يومين115,000 ريال100 م²4 5 فلة دورين كل دور ٤ غرف
مؤجرة بالكامل لعزاب
دخلها ١٥ الف
السعر على السوم واصل ١١٥ الف 
للتواصل ٠٥٣٣٣١٠٠٨٤   حي غبيرة - الرياض","قبل يومين"
"فيلا للبيع في شارع الطارق ، حي اليمامة ، الرياض ، الرياض","650,000 ريال","5","5","300 م²","فيلا للبيع في شارع الطارق ، حي اليمامة ، الرياض ، الرياضقبل يومين650,000 ريال300 م²5 5 Kud : B306
فيلا للبيع بحي اليمامة ٣٠٠م مرمم كامل حديثه قرب من الشفا والدائري 
مواصفات الفيلا : 
الدور الارضي : مجلس ومقلط وغرفه وصالتين للضيافه ،
ومشب خارجي وحوش و٣ دورات المياة ومطبخ ومخزن ومدخل سيارتين ودرج صالة غرفتين نوم ودورة المياة وسطح فيها غ...   حي اليمامة - الرياض","قبل يومين"
"فيلا للبيع في شارع الامام عبدالله بن ثنيان ال سعود, الربوة, الرياض","7,400,000 ريال","7","5","2517 م²","فيلا للبيع في شارع الامام عبدالله بن ثنيان ال سعود, الربوة, الرياضقبل 3 ايام7,400,000 ريال2517 م²5 7 قصر للبيع بحالة ممتازة فية ملاحق خارجية خاصة و عدد 6  مع غرفة خدم  وعدد 2 للغسيل 
 مدخلين لدخول وخروج السيارات
كراج لعدد٦ سيارات مدخل خاص  
مسطحات زراعية  القصر راكب حجر وقرميد
القصر من الداخل كله رخام والاجنحة ٦ كلها الدواليب منجورة مكيفات وحدات مخف...   حي الربوة - الرياض","قبل 3 ايام"
"فيلا للبيع في شارع ابي الخير الحربي ، حي المنصورة ، الرياض","2,150,000 ريال","7","5","1250 م²","فيلا للبيع في شارع ابي الخير الحربي ، حي المنصورة ، الرياضقبل 3 ايام2,150,000 ريال1250 م²5 7 الفيلا 
على ٣ شوارع
شارع ٢٠ جنوبي
شارع ١٠ غربي
شارع ١٥ شرقي
المساحة ١٢٥٠م 
فله كبيرة 
وحوش كبير وبيت شعر
 وملحق مع دورة مياة مسلح
العرض مباشر ونرحب بالوسطاء
ابو سعد : 0553725356   حي المنصورة - الرياض","قبل 3 ايام"
"فيلا للبيع في شارع حيدر اباد ، حي الخالدية ، الرياض ، الرياض","1,200,000 ريال","5","5","312 م²","فيلا للبيع في شارع حيدر اباد ، حي الخالدية ، الرياض ، الرياضقبل يومين1,200,000 ريال312 م²5 5 عباره دور ودور وملحق علي شارع 20 بجوار المسجد والخدمات تقبل البنك والكاش
يوجد ضمانات علي العقار 
ملاحظه 
كل دور بصك لوحده   حي الخالدية - الرياض","قبل يومين"
"فيلا للبيع في شارع شكيب ارسلان ، حي الخالدية ، الرياض ، الرياض","800,000 ريال","4","2","600 م²","فيلا للبيع في شارع شكيب ارسلان ، حي الخالدية ، الرياض ، الرياضقبل يومين800,000 ريال600 م²2 4 دورين مفصوله
موجر ب ٣٩ الف 
الارضي ٢١
العلوي ١٨
على السوم   حي الخالدية - الرياض","قبل يومين"
